epoch,train loss,train average_precision,train roc_auc,validate loss,validate average_precision,validate roc_auc,new node validate loss,new node average_precision,new node roc_auc
89,0.4529,0.8067,0.8574,0.8609,0.5742,0.6037,1.014,0.5374,0.4806
90,0.4736,0.7891,0.8429,0.8447,0.5731,0.6055,1.095,0.5358,0.4568
91,0.4672,0.7998,0.8538,0.9022,0.5185,0.5358,1.0945,0.5493,0.4938
92,0.4605,0.8068,0.8578,0.8477,0.5235,0.5389,1.0825,0.5424,0.48
93,0.4747,0.7842,0.8395,0.7897,0.6025,0.6571,1.0573,0.5207,0.4635
94,0.4829,0.7816,0.8361,0.8472,0.5735,0.615,1.033,0.5511,0.4917
95,0.4553,0.8037,0.8542,0.8363,0.5588,0.5945,1.0667,0.5305,0.4632
96,0.4449,0.8119,0.8604,0.8037,0.5428,0.5806,1.0606,0.5189,0.4497
97,0.4485,0.8092,0.86,0.7838,0.5453,0.583,1.0391,0.5387,0.4698
98,0.4364,0.8111,0.8633,0.8499,0.5532,0.5992,1.091,0.5405,0.4579
99,0.4356,0.8175,0.8665,0.7547,0.5654,0.6082,1.0289,0.5377,0.468
